(10,)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 10)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 512)               5632      
_________________________________________________________________
activation_1 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_2 (Dense)              (None, 512)               262656    
_________________________________________________________________
activation_2 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_3 (Dense)              (None, 5)                 2565      
_________________________________________________________________
activation_3 (Activation)    (None, 5)                 0         
=================================================================
Total params: 270,853
Trainable params: 270,853
Non-trainable params: 0
_________________________________________________________________
None
load model
Training for 500000 steps ...
[F[K     39/500000: episode: 1, duration: 0.562s, episode steps: 39, steps per second: 69, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.498 [0.470, 0.510], loss: 0.880180, mean_absolute_error: 82.667548, mean_q: 104.039556
[F[K  68211/500000: episode: 1029, duration: 3.177s, episode steps: 178, steps per second: 56, episode reward: 178.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.202 [0.000, 4.000], mean observation: 0.502 [0.380, 0.640], loss: 8.007108, mean_absolute_error: 38.042389, mean_q: 48.703827
[F[K  68290/500000: episode: 1030, duration: 1.157s, episode steps: 79, steps per second: 68, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.304 [0.000, 4.000], mean observation: 0.497 [0.390, 0.590], loss: 8.552994, mean_absolute_error: 37.683159, mean_q: 48.167740
[F[K  68379/500000: episode: 1031, duration: 1.513s, episode steps: 89, steps per second: 59, episode reward: 89.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.629 [0.000, 4.000], mean observation: 0.482 [0.380, 0.530], loss: 8.763359, mean_absolute_error: 37.290836, mean_q: 47.594116
[F[K  68452/500000: episode: 1032, duration: 1.200s, episode steps: 73, steps per second: 61, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.959 [0.000, 4.000], mean observation: 0.484 [0.360, 0.520], loss: 7.625041, mean_absolute_error: 37.758442, mean_q: 48.263138
[F[K  68572/500000: episode: 1033, duration: 2.010s, episode steps: 120, steps per second: 60, episode reward: 120.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.450 [0.000, 4.000], mean observation: 0.495 [0.420, 0.540], loss: 7.449238, mean_absolute_error: 37.758732, mean_q: 48.348030
[F[K  68710/500000: episode: 1034, duration: 2.390s, episode steps: 138, steps per second: 58, episode reward: 138.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.964 [0.000, 4.000], mean observation: 0.507 [0.480, 0.550], loss: 7.824064, mean_absolute_error: 37.622593, mean_q: 48.140068
[F[K  68778/500000: episode: 1035, duration: 1.182s, episode steps: 68, steps per second: 58, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.147 [0.000, 4.000], mean observation: 0.498 [0.420, 0.580], loss: 8.395879, mean_absolute_error: 37.069393, mean_q: 47.420414
[F[K  68836/500000: episode: 1036, duration: 1.071s, episode steps: 58, steps per second: 54, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.328 [0.000, 4.000], mean observation: 0.523 [0.470, 0.650], loss: 8.509295, mean_absolute_error: 37.853062, mean_q: 48.340202
[F[K  68885/500000: episode: 1037, duration: 0.764s, episode steps: 49, steps per second: 64, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.061 [0.000, 4.000], mean observation: 0.524 [0.470, 0.630], loss: 7.806828, mean_absolute_error: 36.914185, mean_q: 47.291233
[F[K  68978/500000: episode: 1038, duration: 1.624s, episode steps: 93, steps per second: 57, episode reward: 93.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.194 [0.000, 4.000], mean observation: 0.487 [0.400, 0.530], loss: 8.524289, mean_absolute_error: 38.243046, mean_q: 48.934219
[F[K  69083/500000: episode: 1039, duration: 1.507s, episode steps: 105, steps per second: 70, episode reward: 105.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.543 [0.000, 4.000], mean observation: 0.504 [0.450, 0.580], loss: 6.896013, mean_absolute_error: 37.788303, mean_q: 48.347599
[F[K  69148/500000: episode: 1040, duration: 0.938s, episode steps: 65, steps per second: 69, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.123 [0.000, 4.000], mean observation: 0.484 [0.420, 0.510], loss: 8.096920, mean_absolute_error: 37.855911, mean_q: 48.485802
[F[K  69213/500000: episode: 1041, duration: 1.132s, episode steps: 65, steps per second: 57, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.723 [0.000, 3.000], mean observation: 0.497 [0.370, 0.630], loss: 7.629385, mean_absolute_error: 37.242466, mean_q: 47.717133
[F[K  69265/500000: episode: 1042, duration: 0.996s, episode steps: 52, steps per second: 52, episode reward: 52.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.288 [0.000, 4.000], mean observation: 0.497 [0.350, 0.630], loss: 7.532983, mean_absolute_error: 37.396152, mean_q: 48.000004
[F[K  69373/500000: episode: 1043, duration: 1.954s, episode steps: 108, steps per second: 55, episode reward: 108.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.741 [0.000, 4.000], mean observation: 0.486 [0.410, 0.540], loss: 7.768952, mean_absolute_error: 37.567165, mean_q: 48.187759
[F[K  69463/500000: episode: 1044, duration: 1.547s, episode steps: 90, steps per second: 58, episode reward: 90.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.911 [0.000, 4.000], mean observation: 0.508 [0.470, 0.560], loss: 7.961321, mean_absolute_error: 37.975918, mean_q: 48.738350
[F[K  69533/500000: episode: 1045, duration: 1.235s, episode steps: 70, steps per second: 57, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.271 [0.000, 4.000], mean observation: 0.477 [0.370, 0.530], loss: 6.930812, mean_absolute_error: 37.779434, mean_q: 48.422150
[F[K  69602/500000: episode: 1046, duration: 1.309s, episode steps: 69, steps per second: 53, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.087 [0.000, 4.000], mean observation: 0.486 [0.390, 0.510], loss: 8.053619, mean_absolute_error: 37.640392, mean_q: 48.211010
[F[K  69693/500000: episode: 1047, duration: 1.394s, episode steps: 91, steps per second: 65, episode reward: 91.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.473 [0.000, 4.000], mean observation: 0.515 [0.460, 0.640], loss: 8.220077, mean_absolute_error: 37.974541, mean_q: 48.511154
[F[K  69797/500000: episode: 1048, duration: 1.723s, episode steps: 104, steps per second: 60, episode reward: 104.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.404 [0.000, 4.000], mean observation: 0.486 [0.360, 0.530], loss: 8.805339, mean_absolute_error: 38.041790, mean_q: 48.673164
[F[K  69862/500000: episode: 1049, duration: 1.218s, episode steps: 65, steps per second: 53, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.369 [0.000, 4.000], mean observation: 0.506 [0.470, 0.590], loss: 8.645482, mean_absolute_error: 37.785961, mean_q: 48.363541
[F[K  69915/500000: episode: 1050, duration: 0.924s, episode steps: 53, steps per second: 57, episode reward: 53.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.472 [0.000, 4.000], mean observation: 0.506 [0.470, 0.530], loss: 6.631842, mean_absolute_error: 38.189114, mean_q: 48.914497
[F[K  70018/500000: episode: 1051, duration: 1.813s, episode steps: 103, steps per second: 57, episode reward: 103.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.680 [0.000, 4.000], mean observation: 0.502 [0.420, 0.570], loss: 7.721673, mean_absolute_error: 37.306931, mean_q: 47.672466
[F[K  70087/500000: episode: 1052, duration: 1.202s, episode steps: 69, steps per second: 57, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.087 [0.000, 4.000], mean observation: 0.516 [0.490, 0.570], loss: 8.183246, mean_absolute_error: 38.087097, mean_q: 48.679634
[F[K  70132/500000: episode: 1053, duration: 0.893s, episode steps: 45, steps per second: 50, episode reward: 45.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.600 [0.000, 4.000], mean observation: 0.490 [0.350, 0.550], loss: 6.712640, mean_absolute_error: 37.400078, mean_q: 47.932632
[F[K  70192/500000: episode: 1054, duration: 1.011s, episode steps: 60, steps per second: 59, episode reward: 60.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.583 [0.000, 4.000], mean observation: 0.510 [0.440, 0.620], loss: 6.782004, mean_absolute_error: 38.577393, mean_q: 49.514706
[F[K  70254/500000: episode: 1055, duration: 1.040s, episode steps: 62, steps per second: 60, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.984 [0.000, 4.000], mean observation: 0.517 [0.470, 0.600], loss: 7.339128, mean_absolute_error: 37.469578, mean_q: 48.039009
[F[K  70334/500000: episode: 1056, duration: 1.355s, episode steps: 80, steps per second: 59, episode reward: 80.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.875 [0.000, 4.000], mean observation: 0.497 [0.360, 0.590], loss: 7.836249, mean_absolute_error: 38.103951, mean_q: 48.723186
[F[K  70393/500000: episode: 1057, duration: 1.110s, episode steps: 59, steps per second: 53, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.458 [0.000, 4.000], mean observation: 0.481 [0.390, 0.530], loss: 8.903154, mean_absolute_error: 38.169025, mean_q: 48.881344
[F[K  70455/500000: episode: 1058, duration: 1.157s, episode steps: 62, steps per second: 54, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.129 [0.000, 4.000], mean observation: 0.492 [0.420, 0.520], loss: 9.589348, mean_absolute_error: 37.806797, mean_q: 48.331337
[F[K  70581/500000: episode: 1059, duration: 2.201s, episode steps: 126, steps per second: 57, episode reward: 126.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.373 [0.000, 4.000], mean observation: 0.500 [0.410, 0.570], loss: 7.550334, mean_absolute_error: 38.325344, mean_q: 49.148575
[F[K  70671/500000: episode: 1060, duration: 1.495s, episode steps: 90, steps per second: 60, episode reward: 90.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.144 [0.000, 4.000], mean observation: 0.509 [0.470, 0.580], loss: 8.261645, mean_absolute_error: 37.899635, mean_q: 48.551781
[F[K  70742/500000: episode: 1061, duration: 1.249s, episode steps: 71, steps per second: 57, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.732 [0.000, 4.000], mean observation: 0.511 [0.470, 0.610], loss: 10.040406, mean_absolute_error: 38.374641, mean_q: 49.076397
[F[K  70810/500000: episode: 1062, duration: 1.161s, episode steps: 68, steps per second: 59, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.956 [0.000, 4.000], mean observation: 0.509 [0.490, 0.540], loss: 8.622457, mean_absolute_error: 37.929295, mean_q: 48.637909
[F[K  70885/500000: episode: 1063, duration: 1.227s, episode steps: 75, steps per second: 61, episode reward: 75.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.933 [0.000, 4.000], mean observation: 0.498 [0.390, 0.580], loss: 8.054165, mean_absolute_error: 38.799572, mean_q: 49.776707
[F[K  71019/500000: episode: 1064, duration: 2.101s, episode steps: 134, steps per second: 64, episode reward: 134.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.104 [0.000, 4.000], mean observation: 0.502 [0.420, 0.590], loss: 8.514862, mean_absolute_error: 37.968437, mean_q: 48.590492
[F[K  71081/500000: episode: 1065, duration: 1.068s, episode steps: 62, steps per second: 58, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.032 [0.000, 4.000], mean observation: 0.506 [0.430, 0.590], loss: 8.455853, mean_absolute_error: 37.340237, mean_q: 47.881329
[F[K  71145/500000: episode: 1066, duration: 1.134s, episode steps: 64, steps per second: 56, episode reward: 64.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.969 [0.000, 4.000], mean observation: 0.496 [0.380, 0.580], loss: 8.065401, mean_absolute_error: 37.784248, mean_q: 48.422924
[F[K  71219/500000: episode: 1067, duration: 1.414s, episode steps: 74, steps per second: 52, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.243 [0.000, 4.000], mean observation: 0.503 [0.430, 0.580], loss: 8.026587, mean_absolute_error: 38.326351, mean_q: 49.116596
[F[K  71281/500000: episode: 1068, duration: 1.140s, episode steps: 62, steps per second: 54, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.839 [0.000, 4.000], mean observation: 0.498 [0.440, 0.540], loss: 7.425272, mean_absolute_error: 37.884617, mean_q: 48.607910
[F[K  71366/500000: episode: 1069, duration: 1.477s, episode steps: 85, steps per second: 58, episode reward: 85.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.176 [0.000, 4.000], mean observation: 0.494 [0.410, 0.560], loss: 8.267940, mean_absolute_error: 38.204491, mean_q: 48.884129
[F[K  71442/500000: episode: 1070, duration: 1.276s, episode steps: 76, steps per second: 60, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.671 [0.000, 4.000], mean observation: 0.520 [0.490, 0.600], loss: 7.719083, mean_absolute_error: 38.049614, mean_q: 48.748081
[F[K  71501/500000: episode: 1071, duration: 1.065s, episode steps: 59, steps per second: 55, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.102 [0.000, 4.000], mean observation: 0.485 [0.410, 0.520], loss: 7.946907, mean_absolute_error: 38.798077, mean_q: 49.679058
[F[K  71541/500000: episode: 1072, duration: 0.554s, episode steps: 40, steps per second: 72, episode reward: 40.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.200 [0.000, 4.000], mean observation: 0.472 [0.350, 0.530], loss: 7.964816, mean_absolute_error: 38.428837, mean_q: 49.317741
[F[K  71610/500000: episode: 1073, duration: 1.456s, episode steps: 69, steps per second: 47, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.725 [0.000, 4.000], mean observation: 0.487 [0.360, 0.550], loss: 7.082137, mean_absolute_error: 38.743900, mean_q: 49.628231
[F[K  71689/500000: episode: 1074, duration: 1.360s, episode steps: 79, steps per second: 58, episode reward: 79.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.747 [0.000, 4.000], mean observation: 0.503 [0.450, 0.590], loss: 7.017073, mean_absolute_error: 38.587238, mean_q: 49.547127
[F[K  71757/500000: episode: 1075, duration: 1.167s, episode steps: 68, steps per second: 58, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.853 [0.000, 4.000], mean observation: 0.504 [0.430, 0.640], loss: 8.656878, mean_absolute_error: 39.027374, mean_q: 49.928108
[F[K  71939/500000: episode: 1076, duration: 2.976s, episode steps: 182, steps per second: 61, episode reward: 182.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.912 [0.000, 4.000], mean observation: 0.491 [0.370, 0.540], loss: 8.915586, mean_absolute_error: 38.395508, mean_q: 49.118057
[F[K  72029/500000: episode: 1077, duration: 1.622s, episode steps: 90, steps per second: 55, episode reward: 90.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.922 [0.000, 4.000], mean observation: 0.485 [0.390, 0.530], loss: 8.232569, mean_absolute_error: 38.773659, mean_q: 49.654980
[F[K  72098/500000: episode: 1078, duration: 1.209s, episode steps: 69, steps per second: 57, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.174 [0.000, 4.000], mean observation: 0.479 [0.360, 0.520], loss: 7.467395, mean_absolute_error: 38.486061, mean_q: 49.299168
[F[K  72161/500000: episode: 1079, duration: 1.140s, episode steps: 63, steps per second: 55, episode reward: 63.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.429 [0.000, 4.000], mean observation: 0.492 [0.420, 0.530], loss: 8.774341, mean_absolute_error: 38.990963, mean_q: 49.695698
[F[K  72235/500000: episode: 1080, duration: 1.269s, episode steps: 74, steps per second: 58, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.297 [0.000, 4.000], mean observation: 0.486 [0.400, 0.520], loss: 6.849914, mean_absolute_error: 38.586956, mean_q: 49.401558
[F[K  72302/500000: episode: 1081, duration: 1.224s, episode steps: 67, steps per second: 55, episode reward: 67.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.896 [0.000, 4.000], mean observation: 0.489 [0.370, 0.530], loss: 8.236984, mean_absolute_error: 38.645954, mean_q: 49.458126
[F[K  72379/500000: episode: 1082, duration: 1.328s, episode steps: 77, steps per second: 58, episode reward: 77.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.727 [0.000, 4.000], mean observation: 0.502 [0.440, 0.610], loss: 8.905463, mean_absolute_error: 39.086979, mean_q: 49.890701
[F[K  72476/500000: episode: 1083, duration: 1.664s, episode steps: 97, steps per second: 58, episode reward: 97.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.433 [0.000, 4.000], mean observation: 0.506 [0.470, 0.590], loss: 8.790019, mean_absolute_error: 38.744877, mean_q: 49.524960
[F[K  72612/500000: episode: 1084, duration: 2.231s, episode steps: 136, steps per second: 61, episode reward: 136.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.125 [0.000, 4.000], mean observation: 0.492 [0.350, 0.560], loss: 8.324336, mean_absolute_error: 39.144192, mean_q: 49.998772
[F[K  72712/500000: episode: 1085, duration: 1.705s, episode steps: 100, steps per second: 59, episode reward: 100.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.710 [0.000, 4.000], mean observation: 0.513 [0.490, 0.580], loss: 8.097229, mean_absolute_error: 38.570282, mean_q: 49.302120
[F[K  72768/500000: episode: 1086, duration: 0.938s, episode steps: 56, steps per second: 60, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.036 [0.000, 4.000], mean observation: 0.520 [0.470, 0.600], loss: 8.331294, mean_absolute_error: 38.683941, mean_q: 49.408100
[F[K  72809/500000: episode: 1087, duration: 0.713s, episode steps: 41, steps per second: 57, episode reward: 41.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.561 [0.000, 4.000], mean observation: 0.512 [0.470, 0.650], loss: 8.013219, mean_absolute_error: 39.219681, mean_q: 50.257454
[F[K  72916/500000: episode: 1088, duration: 1.817s, episode steps: 107, steps per second: 59, episode reward: 107.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.150 [0.000, 4.000], mean observation: 0.497 [0.360, 0.600], loss: 9.349026, mean_absolute_error: 38.122421, mean_q: 48.765781
[F[K  72953/500000: episode: 1089, duration: 0.696s, episode steps: 37, steps per second: 53, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.432 [0.000, 3.000], mean observation: 0.499 [0.360, 0.640], loss: 8.507438, mean_absolute_error: 38.045025, mean_q: 48.640644
